300725101001,1001,101,A1,2025-07-25 14:56,Booked,0.0,250.0
300725101002,1001,101,A2,2025-07-25 14:56,Booked,0.0,250.0
300725101003,1001,101,A3,2025-07-28 17:06,Booked,0.0,250.0
300725101004,0,101,A4,null,Vacant,0.0,100.0
300725101005,0,101,A5,null,Vacant,0.0,100.0
300725101006,0,101,A6,null,Vacant,0.0,100.0
300725101007,0,101,A7,null,Vacant,0.0,100.0
300725101008,0,101,A8,null,Vacant,0.0,100.0
300725101009,0,101,A9,null,Vacant,0.0,100.0
300725101010,0,101,A10,null,Vacant,0.0,100.0
300725101011,0,101,A11,null,Vacant,0.0,100.0
300725101012,0,101,A12,null,Vacant,0.0,100.0
300725101013,0,101,A13,null,Vacant,0.0,100.0
300725101014,1011,101,A14,2025-07-28 17:21,Booked,0.0,250.0
300725101015,0,101,A15,null,Vacant,0.0,100.0
300725101016,0,101,A16,null,Vacant,0.0,100.0
300725101017,0,101,A17,null,Vacant,0.0,100.0
300725101018,0,101,A18,null,Vacant,0.0,100.0
300725101019,0,101,A19,null,Vacant,0.0,100.0
300725101020,0,101,A20,null,Vacant,0.0,100.0
300725101021,0,101,A21,null,Vacant,0.0,100.0
300725101022,0,101,A22,null,Vacant,0.0,100.0
300725101023,0,101,A23,null,Vacant,0.0,100.0
300725101024,1001,101,A24,2025-07-28 11:01,Booked,0.0,250.0
300725101101,0,101,B1,null,Vacant,0.0,100.0
300725101102,0,101,B2,null,Vacant,0.0,100.0
300725101103,0,101,B3,null,Vacant,0.0,100.0
300725101104,0,101,B4,null,Vacant,0.0,100.0
300725101105,0,101,B5,null,Vacant,0.0,100.0
300725101106,0,101,B6,null,Vacant,0.0,100.0
300725101107,0,101,B7,null,Vacant,0.0,100.0
300725101108,0,101,B8,null,Vacant,0.0,100.0
300725101109,0,101,B9,null,Vacant,0.0,100.0
300725101110,0,101,B10,null,Vacant,0.0,100.0
300725101111,0,101,B11,null,Vacant,0.0,100.0
300725101112,0,101,B12,null,Vacant,0.0,100.0
